LEAID,NAME,STATE_STATECODE
4840770,SOMERVILLE ISD,TX
3411340,Newark Public School District,NJ
1911250,Exira-Elk Horn- Kimballton Comm Sch Dist,IA
4202100,Albert Gallatin Area SD,PA
4840800,SONORA ISD,TX
3180180,EDUCATIONAL SERVICE UNIT 18,NE
638980,Temple City Unified,CA
3411400,NEWTON PUBLIC SCHOOL DISTRICT,NJ
1911340,Fairfield Comm School District,IA
3617970,LYNDONVILLE CENTRAL SCHOOL DISTRICT,NY
4664140,Rutland School District 39-4,SD
4202130,Aliquippa SD,PA
631740,Rancho Santa Fe Elementary,CA
4840890,SOUTHLAND ISD,TX
3000102,Dutton/Brady K-12 Schools,MT
3411430,North Arlington School District,NJ
4202190,Allegheny Valley SD,PA
4840920,SOUTHSIDE ISD,TX
1911790,Forest City Comm School District,IA
639000,Templeton Unified,CA
3180190,EDUCATIONAL SERVICE UNIT 19,NE
4202280,Allentown City SD,PA
4664300,Southeast Area Cooperative,SD
4840950,SOUTHWEST ISD,TX
3000103,REO Inc,MT
3618030,LYONS CENTRAL SCHOOL DISTRICT,NY
3411460,North Bergen School District,NJ
631830,Ravendale-Termo Elementary,CA
1911820,Fort Dodge Comm School District,IA
4841010,SPEARMAN ISD,TX
4202310,Allegheny-Clarion Valley SD,PA
5900042,Indian Township School,ME
3411490,North Brunswick Township School District,NJ
639060,Terra Bella Union Elementary,CA
1911850,Fort Madison Comm School District,IA
4841070,SPLENDORA ISD,TX
4202340,Altoona Area SD,PA
3000104,Intermtn Childrens Home,MT
4665180,Scotland School District 04-3,SD
631860,Ravenswood City Elementary,CA
3618080,MADISON CENTRAL SCHOOL DISTRICT,NY
3411520,North Caldwell School District,NJ
4841100,SPRING BRANCH ISD,TX
4202400,Wissahickon SD,PA
1912120,Fremont-Mills Comm School District,IA
5900137,Beatrice Rafferty School,ME
4841130,SPRING CREEK ISD,TX
639180,Thermalito Union Elementary,CA
4202440,Ambridge Area SD,PA
3000105,Yellowstone Boys & Girls Ranch,MT
3411550,North Haledon School District,NJ
1912230,Galva-Holstein Comm School District,IA
4665460,Oglala Lakota County 65-1,SD
4841190,SPRING HILL ISD,TX
4202480,Antietam SD,PA
631920,Raymond-Knowles Union Elementary,CA
3618090,MADRID-WADDINGTON CENTRAL SCHOOL DISTRICT,NY
5900160,Indian Island School,ME
3411580,North Hanover Township School District,NJ
4841220,SPRING ISD,TX
3000106,Shodair Specialty Hosp,MT
4202490,Annville-Cleona SD,PA
1912330,Garner-Hayfield-Ventura Comm School District,IA
639210,Three Rivers Union Elementary,CA
4841250,SPRINGLAKE-EARTH ISD,TX
4666270,Sioux Falls School District 49-5,SD
4202550,Apollo-Ridge SD,PA
3411610,North Hunterdon-Voorhees Regional High School District,NJ
631980,Red Bluff Union Elementary,CA
3618120,MAHOPAC CENTRAL SCHOOL DISTRICT,NY
1912480,George-Little Rock Comm School District,IA
4841280,SPRINGTOWN ISD,TX
804770,Ignacio School District No. 11Jt,CO
4202590,Armstrong SD,PA
3000107,Kids Behavioral Health of Mont,MT
3411640,North Plainfield School District,NJ
639300,Tipton Elementary,CA
4841340,SPURGER ISD,TX
4666300,Sioux Valley School District 05-5,SD
4202600,Lenape Tech,PA
1912510,Gilbert Comm School District,IA
4841350,STAFFORD MSD,TX
3411670,North Wildwood School District,NJ
632010,Red Bluff Joint Union High,CA
3000652,Mt Developmental Ctr,MT
3618150,MAINE-ENDWELL CENTRAL SCHOOL DISTRICT,NY
4202670,Athens Area SD,PA
639420,Torrance Unified,CA
4841400,STAMFORD ISD,TX
804800,Jefferson County School District No. R-1,CO
1912600,Gilmore City-Bradgate Comm School District,IA
4666930,Spearfish School District 40-2,SD
4202700,Austin Area SD,PA
3411700,Northern Burlington County Regional School District,NJ
4841430,STANTON ISD,TX
632040,Redding Elementary,CA
3000653,Dept of Corrections-Adult,MT
4202760,Avella Area SD,PA
3618180,MALONE CENTRAL SCHOOL DISTRICT,NY
4841520,STEPHENVILLE ISD,TX
1912660,Gladbrook-Reinbeck Comm School District,IA
639600,Traver Joint Elementary,CA
3411730,Northern Highlands Regional High School District,NJ
4669930,Meade School District 46-1,SD
4202790,Avon Grove SD,PA
804830,Weld County School District No. Re-5J,CO
4841550,STERLING CITY ISD,TX
632070,Redlands Unified,CA
3000654,Big Sky School K-12,MT
1912690,Glenwood Comm School District,IA
639630,Travis Unified,CA
3411760,Northern Valley Regional High School District,NJ
4202820,Avonworth SD,PA
3618210,MALVERNE UNION FREE SCHOOL DISTRICT,NY
4841580,PLEMONS-STINNETT-PHILLIPS CISD,TX
1912750,Glidden-Ralston Comm School District,IA
3000655,East Helena K-12,MT
4202850,Pine-Richland SD,PA
4670000,Oahe Special Education Cooperative,SD
4841610,STOCKDALE ISD,TX
3411790,Northfield City School District,NJ
632130,Redwood City Elementary,CA
804860,Julesburg School District No. Re1,CO
1912810,Graettinger-Terril Comm School District,IA
639690,Tres Pinos Union Elementary,CA
4841670,STRATFORD ISD,TX
4202900,Chester County Technical College HS,PA
3000656,Lockwood K-12,MT
3618240,MAMARONECK UNION FREE SCHOOL DISTRICT,NY
3411820,Northvale Public School District,NJ
4841700,STRAWN ISD,TX
632160,Reed Union Elementary,CA
1913110,Nodaway Valley Comm School District,IA
4670140,Summit School District 54-6,SD
4202910,Bald Eagle Area SD,PA
3411850,Norwood Public School District,NJ
639720,Trinidad Union Elementary,CA
804890,Karval School District No. Re 23,CO
3624780,ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT,NY
3000932,Shields Valley Elem,MT
4202970,Baldwin-Whitehall SD,PA
3618270,MANHASSET UNION FREE SCHOOL DISTRICT,NY
1913200,Grinnell-Newburg Comm School District,IA
3411880,Nutley Public School District,NJ
632250,Reeds Creek Elementary,CA
4203000,Bangor Area SD,PA
4671880,Timber Lake School District 20-3,SD
3624840,ROCKY POINT UNION FREE SCHOOL DISTRICT,NY
1913230,Griswold Comm School District,IA
3000933,Shields Valley H S,MT
3411910,Oakland Public School District,NJ
639750,Trinity Center Elementary,CA
804920,Weld County School District RE-3J,CO
4203120,Beaver Area SD,PA
3618330,FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT,NY
3624900,ROME CITY SCHOOL DISTRICT,NY
632270,Reef-Sunset Unified,CA
1913290,Grundy Center Comm School District,IA
4203180,Bedford Area SD,PA
3411940,Oaklyn Public School District,NJ
3001710,Absarokee Elem,MT
4672090,Todd County School District 66-1,SD
639840,Trona Joint Unified,CA
3624930,ROMULUS CENTRAL SCHOOL DISTRICT,NY
4203210,Belle Vernon Area SD,PA
1913320,Guthrie Center Comm School District,IA
3411970,Ocean City School District,NJ
804950,Weld County School District No. Re-7,CO
3618450,MARATHON CENTRAL SCHOOL DISTRICT,NY
3001740,Absarokee H S,MT
4203240,Bellefonte Area SD,PA
632310,Rescue Union Elementary,CA
3624960,RONDOUT VALLEY CENTRAL SCHOOL DISTRICT,NY
1913350,Clayton Ridge Comm School District,IA
4672450,Tripp-Delmont School District 33-5,SD
639870,Tulare City,CA
3411980,Ocean County Vocational Technical School District,NJ
4203300,Bellwood-Antis SD,PA
3624990,ROOSEVELT UNION FREE SCHOOL DISTRICT,NY
3001860,Alberton K-12 Schools,MT
1913380,H-L-V Comm School District,IA
4203330,Bensalem Township SD,PA
4842210,TARKINGTON ISD,TX
3618480,MARCELLUS CENTRAL SCHOOL DISTRICT,NY
3412030,Ocean Gate School District,NJ
804980,Kim Reorganized School District No. 88,CO
639930,Tulare Joint Union High,CA
4674370,Vermillion School District 13-1,SD
3625020,ROSCOE CENTRAL SCHOOL DISTRICT,NY
4203360,Bentworth SD,PA
1913440,Hamburg Comm School District,IA
3001950,Alzada Elem,MT
3412060,Township of Ocean School District,NJ
4842240,TATUM ISD,TX
4203390,Benton Area SD,PA
3625050,ROSLYN UNION FREE SCHOOL DISTRICT,NY
3618510,MARGARETVILLE CENTRAL SCHOOL DISTRICT,NY
3412090,Ocean Township School District,NJ
1913470,Hampton-Dumont Comm School District,IA
3001980,Amsterdam Elem,MT
639940,Tulelake Basin Joint Unified,CA
4674520,Viborg-Hurley School District 60-6,SD
4203420,Berlin Brothersvalley SD,PA
3625110,ROXBURY CENTRAL SCHOOL DISTRICT,NY
4842280,TAYLOR ISD,TX
805010,School District No. C-2 in the county of Elbert and State of,CO
3412120,Oceanport School District,NJ
1913500,Harlan Comm School District,IA
4203450,Bermudian Springs SD,PA
3002010,Anaconda Elem,MT
3618540,MARION CENTRAL SCHOOL DISTRICT,NY
3625140,ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT,NY
4203480,Berwick Area SD,PA
3412150,Ogdensburg Borough School District,NJ
600001,Acton-Agua Dulce Unified,CA
4842300,TEAGUE ISD,TX
1913530,Harmony Comm School District,IA
4675420,Wagner Community School District 11-4,SD
4203510,Bethel Park SD,PA
3002030,Anaconda H S,MT
3625170,RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT,NY
805040,Kit Carson School District No. R-1,CO
3412180,OLD TAPPAN PUBLIC SCHOOL DISTRICT,NJ
3618570,MARLBORO CENTRAL SCHOOL DISTRICT,NY
4203570,Bethlehem Area SD,PA
1913660,Hartley-Melvin-Sanborn Comm School District,IA
640150,Tustin Unified,CA
3625260,RYE CITY SCHOOL DISTRICT,NY
4842330,TEMPLE ISD,TX
4203600,Bethlehem-Center SD,PA
3412210,Oldmans Township School District,NJ
4675600,Smee School District 15-3,SD
3002070,Anderson Elem,MT
1914010,Highland Comm School District,IA
3625290,RYE NECK UNION FREE SCHOOL DISTRICT,NY
805070,West Grand School District No. 1,CO
4203630,Big Beaver Falls Area SD,PA
4842360,TENAHA ISD,TX
3412240,Oradell Public School District,NJ
3618600,CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT,NY
3002220,Arlee Elem,MT
1914160,Hinton Comm School District,IA
640200,Twain Harte,CA
4675660,Wall School District 51-5,SD
4203660,Big Spring SD,PA
3625320,FLORIDA UNION FREE SCHOOL DISTRICT,NY
3412260,River Dell Regional School District,NJ
4203688,Blackhawk SD,PA
1914280,Howard-Winneshiek Comm School District,IA
3002250,Arlee H S,MT
4842390,TERLINGUA CSD,TX
3625350,SACHEM CENTRAL SCHOOL DISTRICT,NY
805100,North Conejos School District No. Re1J,CO
4203690,Blacklick Valley SD,PA
3618630,MASSAPEQUA UNION FREE SCHOOL DISTRICT,NY
3412270,ORANGE BOARD OF EDUCATION School District,NJ
4676020,Warner School District 06-5,SD
1914310,Hubbard-Radcliffe Comm School District,IA
600002,California School for the Blind (State Special Schl),CA
3626160,SCHUYLERVILLE CENTRAL SCHOOL DISTRICT,NY
3002300,Arrowhead Elem,MT
4842420,TERRELL COUNTY ISD,TX
4203750,Blairsville-Saltsburg SD,PA
3412300,Oxford Township School District,NJ
1914340,Hudson Comm School District,IA
3626190,SCIO CENTRAL SCHOOL DISTRICT,NY
3618660,MASSENA CENTRAL SCHOOL DISTRICT,NY
4203840,Bloomsburg Area SD,PA
805130,East Otero School District No. R1,CO
4676620,Watertown School District 14-4,SD
3002430,Augusta Elem,MT
3412360,Palisades Park School District,NJ
640230,Twin Hills Union Elementary,CA
1914370,Humboldt Comm School District,IA
4842450,TERRELL ISD,TX
3626310,SCOTIA-GLENVILLE CENTRAL SCHOOL DISTRICT,NY
4203870,Blue Mountain SD,PA
3412390,Palmyra Public School District,NJ
640260,Two Rock Union,CA
3002450,Augusta H S,MT
4203900,Blue Ridge SD,PA
3618690,WILLIAM FLOYD UNION FREE SCHOOL DISTRICT,NY
3626370,NORTH SHORE CENTRAL SCHOOL DISTRICT,NY
4676680,Waubay School District 18-3,SD
1914580,Independence Comm School District,IA
3412420,Paramus Public School District,NJ
805160,La Veta School District Re-2,CO
4842480,TEXARKANA ISD,TX
4203960,Boyertown Area SD,PA
3002490,Auchard Creek Elem,MT
3626400,SEAFORD UNION FREE SCHOOL DISTRICT,NY
4204020,Bradford Area SD,PA
1914640,Indianola Comm School District,IA
3412450,Park Ridge School District,NJ
4676740,Waverly School District 14-5,SD
3618750,MAYFIELD CENTRAL SCHOOL DISTRICT,NY
4842510,TEXAS CITY ISD,TX
600003,California School for the Deaf-Fremont (State Special Schl),CA
3002550,Avon Elem,MT
3626430,SENECA FALLS CENTRAL SCHOOL DISTRICT,NY
4204050,Brandywine Heights Area SD,PA
1914670,Interstate 35 Comm School District,IA
805190,Lake County School District No. R-1,CO
3412480,Parsippany-Troy Hills Township School District,NJ
4204080,Brownsville Area SD,PA
4676990,Webster Area 18-5,SD
4842540,TEXHOMA ISD,TX
3626520,SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT,NY
640300,Ukiah Unified,CA
1914700,Iowa City Comm School District,IA
3002570,Ayers Elem,MT
3412510,Pascack Valley Regional High School District,NJ
3618840,MCGRAW CENTRAL SCHOOL DISTRICT,NY
4204090,Bryn Athyn SD,PA
805220,Lamar School District No. Re-2,CO
3626580,SHARON SPRINGS CENTRAL SCHOOL DISTRICT,NY
4204140,Brentwood Borough SD,PA
3412540,Passaic City School District,NJ
1914730,Iowa Falls Comm School District,IA
4842570,TEXLINE ISD,TX
4677460,Wessington Springs School District 36-2,SD
3002640,Bainville K-12 Schools,MT
600006,Ross Valley Elementary,CA
4204200,Bristol Borough SD,PA
3626640,SHELTER ISLAND UNION FREE SCHOOL DISTRICT,NY
3618900,MECHANICVILLE CITY SCHOOL DISTRICT,NY
3412570,Passaic Valley Regional High School District #1,NJ
1914850,Iowa Valley Comm School District,IA
4842630,THORNDALE ISD,TX
4204230,Bristol Township SD,PA
640320,Union Elementary,CA
3002730,Baker K-12 Schools,MT
3626670,SHENENDEHOWA CENTRAL SCHOOL DISTRICT,NY
4678300,Deubrook Area School District 05-6,SD
805250,Las Animas School District No. Re-1,CO
1914880,IKM-Manning Comm School District,IA
4204260,Brockway Area SD,PA
3618960,MEDINA CENTRAL SCHOOL DISTRICT,NY
3412600,Passaic County Manchester Regional High School District,NJ
4842660,THRALL ISD,TX
3002820,Basin Elem,MT
3626700,SHERBURNE-EARLVILLE CENTRAL SCHOOL DISTRICT,NY
4204320,Brookville Area SD,PA
1915180,Janesville Consolidated School District,IA
4678510,White Lake School District 01-3,SD
3412630,Passaic County Vocational School District,NJ
4204500,Burgettstown Area SD,PA
805280,Limon School District No. Re 4J,CO
3626730,SHERMAN CENTRAL SCHOOL DISTRICT,NY
600007,CA Sch for the Deaf-Riverside (State Special Schl),CA
4842690,THREE RIVERS ISD,TX
3618990,MENANDS UNION FREE SCHOOL DISTRICT,NY
3002850,Smith Valley Elem,MT
1915210,Greene County Comm School District,IA
4204530,Burrell SD,PA
3412660,Long Hill Township School District,NJ
3626760,SHERRILL CITY SCHOOL DISTRICT,NY
4204590,Butler Area SD,PA
4678570,White River School District 47-1,SD
1915330,Jesup Comm School District,IA
3412690,Paterson Public School District,NJ
4842720,THREE WAY ISD,TX
640380,Union Hill Elementary,CA
3003000,Bear Paw Elem,MT
4204710,California Area SD,PA
3619020,BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT,NY
3626840,SHOREHAM-WADING RIVER CENTRAL SCHOOL DISTRICT,NY
1915450,Johnston Comm School District,IA
805310,Littleton School District No. 6 in the county of Arapahoe,CO
3412720,Paulsboro School District,NJ
4204740,Cambria Heights SD,PA
4679350,Willow Lake School District 12-3,SD
3003090,Beaverhead County H S,MT
3626850,SIDNEY CENTRAL SCHOOL DISTRICT,NY
1915630,Keokuk Comm School District,IA
4204830,Cameron County SD,PA
600009,Cuyama Joint Unified,CA
3412810,Pemberton Township School District,NJ
3619110,MERRICK UNION FREE SCHOOL DISTRICT,NY
4842780,THROCKMORTON COLLEGIATE ISD,TX
4204860,Camp Hill SD,PA
1915660,Keota Comm School District,IA
3626880,SILVER CREEK CENTRAL SCHOOL DISTRICT,NY
3003270,Belfry K-12 Schools,MT
805340,Lone Star School District No. 101,CO
4679710,Winner School District 59-2,SD
3412840,Penns Grove-Carneys Point Regional School District,NJ
4204890,Canon-McMillan SD,PA
1915750,Kingsley-Pierson Comm School District,IA
3619170,MEXICO CENTRAL SCHOOL DISTRICT,NY
4842810,TIDEHAVEN ISD,TX
640470,Upper Lake Union Elementary,CA
3626940,SKANEATELES CENTRAL SCHOOL DISTRICT,NY
4204920,Canton Area SD,PA
3003290,Belgrade Elem,MT
3412870,Pennsauken Township Board of Education School District,NJ
1915840,Knoxville Comm School District,IA
4204980,Carbondale Area SD,PA
3627000,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT,NY
4680100,Wolsey Wessington School District 02-6,SD
4842840,TIMPSON ISD,TX
805370,St. Vrain Valley School District No. Re1J,CO
3003330,Belgrade H S,MT
3412900,Pequannock Township School District,NJ
600011,Fort Sage Unified,CA
3619200,MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,NY
1916110,Lake Mills Comm School District,IA
4205010,Carlisle Area SD,PA
3627060,SMITHTOWN CENTRAL SCHOOL DISTRICT,NY
4205040,Carlynton SD,PA
3412930,Perth Amboy Public School District,NJ
4842870,TIOGA ISD,TX
1916140,Harris-Lake Park Comm School District,IA
3003420,Belt Elem,MT
4680120,Black Hills Special Services Cooperative,SD
640500,Upper Lake Union High,CA
4205070,Carmichaels Area SD,PA
3627120,SODUS CENTRAL SCHOOL DISTRICT,NY
3619230,LONGWOOD CENTRAL SCHOOL DISTRICT,NY
805400,Thompson School District R-2J,CO
3412960,Phillipsburg School District,NJ
1916320,Lamoni Comm School District,IA
3003450,Belt H S,MT
4205160,Catasauqua Area SD,PA
4842900,TOLAR ISD,TX
3627150,SOLVAY UNION FREE SCHOOL DISTRICT,NY
3412990,PINE HILL SCHOOL DISTRICT,NJ
600012,Twin Ridges Elementary,CA
1916420,Laurens-Marathon Comm School District,IA
4680170,NORTHEAST TECHNICAL HIGH SCHOOL,SD
4205190,Centennial SD,PA
3619260,MIDDLEBURGH CENTRAL SCHOOL DISTRICT,NY
3003480,Benton Lake Elem,MT
805460,Mancos School District Re-6,CO
3627180,SOMERS CENTRAL SCHOOL DISTRICT,NY
3413000,Pinelands Regional School District,NJ
4842930,TOM BEAN ISD,TX
4205310,Central Bucks SD,PA
1916440,Lawton-Bronson Comm School District,IA
640590,Vacaville Unified,CA
3003600,Biddle Elem,MT
3627210,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,NY
3413050,Piscataway Township School District,NJ
4205340,Central Cambria SD,PA
3619320,MIDDLETOWN CITY SCHOOL DISTRICT,NY
1916530,Le Mars Comm School District,IA
4680190,Woonsocket School District 55-4,SD
4842960,TOMBALL ISD,TX
600013,Rocklin Unified,CA
4205370,Central Columbia SD,PA
3413080,Pitman Boro School District,NJ
3627240,SOUTH GLENS FALLS CENTRAL SCHOOL DISTRICT,NY
3003660,Spring Creek Elem,MT
1916620,Lenox Comm School District,IA
805490,Manitou Springs School District No. 14 in the county of El,CO
4842990,TORNILLO ISD,TX
4205400,Central Dauphin SD,PA
3619350,MILFORD CENTRAL SCHOOL DISTRICT,NY
3413110,Pittsgrove Township School District,NJ
3627300,SOUTH HUNTINGTON UNION FREE SCHOOL DISTRICT,NY
640650,Valle Lindo Elementary,CA
4680280,Northwest Area Schools ED Cooperative,SD
1916680,Lewis Central Comm School District,IA
3003750,Big Sandy K-12,MT
4205430,Central Greene SD,PA
4843110,TRENT ISD,TX
3413140,Plainfield Public School District,NJ
3627330,SOUTH KORTRIGHT CENTRAL SCHOOL DISTRICT,NY
4205460,Crestwood SD,PA
1917100,North Cedar Comm School District,IA
3619380,MILLBROOK CENTRAL SCHOOL DISTRICT,NY
805520,Manzanola Joint District No. 3J of the counties of Otero a,CO
600014,Hesperia Unified,CA
3003800,Big Timber Elem,MT
4680430,Yankton School District 63-3,SD
4205490,Central York SD,PA
3413200,Pleasantville Public School District,NJ
3627360,SOUTH LEWIS CENTRAL SCHOOL DISTRICT,NY
4843140,TRENTON ISD,TX
1917220,Linn-Mar Comm School District,IA
4205550,Chambersburg Area SD,PA
3003820,Bigfork Elem,MT
640680,Vallecito Union,CA
3627450,SOUTH ORANGETOWN CENTRAL SCHOOL DISTRICT,NY
1917250,Lisbon Comm School District,IA
3619410,MILLER PLACE UNION FREE SCHOOL DISTRICT,NY
